MonthsActive,AvgOrderValue,NumOrdersLastQuarter,DaysSinceLastOrder,SupportTicketsFiled,Churned
55,92.17,6,5,0,0
13,64.42,6,5,0,0
57,40.39,6,7,0,0
34,18.41,4,17,0,0
30,49.9,3,6,0,0
18,41.71,1,0,0,0
39,135.77,3,4,1,0
57,37.71,5,2,1,0
21,61.58,6,8,3,0
43,41.41,7,12,0,0
23,56.34,5,18,0,0
7,73.19,2,4,0,0
10,34.93,4,14,2,1
18,65.5,6,19,1,0
42,45.9,6,30,0,0
35,47.62,7,6,0,0
52,59.27,5,18,0,0
23,97.12,5,6,0,0
2,94.06,4,5,0,0
14,35.36,7,12,0,0
29,50.68,5,47,0,0
13,75.91,6,28,1,1
15,58.3,7,2,0,0
57,47.54,5,65,0,0
52,51.75,6,55,1,0
26,52.4,4,2,1,0
32,47.54,5,10,1,0
12,27.2,5,2,2,0
16,36.5,10,34,0,0
52,41.28,5,61,0,1
45,33.8,5,12,0,0
30,102.66,7,3,0,0
19,67.59,8,21,1,0
48,66.34,4,2,1,0
60,52.45,8,6,3,0
7,87.93,2,16,1,1
17,42.47,8,15,1,0
39,95.3,5,18,0,0
14,60.26,3,2,0,0
59,54.8,7,0,0,0
11,40.82,4,10,0,0
20,89.17,8,10,0,0
49,34.62,4,12,1,0
33,94.5,8,18,1,0
1,28.46,3,1,0,0
55,37.4,6,28,0,0
22,41.73,5,24,0,0
46,39.81,5,29,0,0
6,48.91,4,3,0,0
14,52.46,4,9,0,0
19,42.61,5,29,1,0
34,54.65,5,35,0,0
22,49.86,6,24,1,0
55,113.25,14,39,0,0
16,106.17,9,10,0,0
51,42.73,6,6,1,0
31,46.34,7,9,2,0
41,27.02,4,11,0,0
8,34.55,4,44,0,0
16,64.95,8,39,1,0
40,73.7,9,10,0,0
12,31.07,4,21,0,0
4,31.88,6,28,0,0
16,31.8,7,17,0,0
37,53.07,5,35,0,0
49,58.99,3,30,0,0
23,55.64,7,15,1,0
21,29.74,4,64,0,1
8,66.5,4,46,0,0
41,83.58,5,25,1,0
32,34.41,5,32,1,0
29,46.98,6,6,0,0
36,50.5,4,10,0,0
8,36.78,2,11,0,0
52,43.97,5,0,0,0
7,50.89,4,12,0,0
37,101.49,4,12,0,0
42,125.18,6,1,0,0
59,70.66,7,2,0,0
34,36.34,2,1,0,0
59,28.1,4,1,0,0
52,49.56,5,3,2,0
58,66.53,6,26,0,0
57,32.14,6,7,0,0
39,96.33,3,5,0,0
18,81.09,6,28,0,0
51,57.61,5,13,0,0
27,31.89,7,44,1,0
50,63.57,4,18,1,0
24,33.2,5,15,1,0
4,81.69,2,18,0,0
53,28.05,4,46,0,0
7,74.17,6,36,1,0
45,48.67,4,30,0,0
4,29.01,4,15,1,0
25,81.21,11,14,0,0
29,72.56,4,24,0,0
54,31.74,6,27,0,0
6,66.7,5,9,0,0
24,32.02,5,7,0,0
30,58.23,6,28,1,0
39,50.4,7,20,1,0
37,37.31,6,46,1,1
17,72.43,7,4,2,0
7,55.64,3,81,0,0
14,28.97,3,21,0,1
4,17.19,5,24,0,0
33,44.08,1,8,0,0
38,27.37,5,9,0,0
35,87.93,6,9,0,0
13,126.35,6,3,0,0
47,35.28,9,32,1,0
12,23.27,5,8,0,0
42,60.27,3,3,0,0
47,44.59,7,6,0,0
7,75.58,8,6,0,0
48,51.93,5,11,0,0
33,44.02,3,22,1,0
3,58.06,3,17,0,0
60,22.98,4,2,0,0
4,60.78,3,2,1,1
12,31.04,5,17,0,0
29,46.66,3,1,1,0
18,59.18,5,19,2,1
25,38.92,3,3,1,0
24,55.62,2,1,1,0
40,29.8,4,47,0,0
34,41.15,8,27,0,0
43,43.11,3,2,1,0
46,102.29,6,11,0,1
13,67.09,5,31,0,1
26,37.71,4,7,0,0
40,47.57,6,16,0,0
51,42.69,4,12,0,0
24,57.54,2,29,1,0
49,104.45,3,0,0,0
27,23.51,4,10,0,0
42,18.89,1,66,0,0
7,61.42,5,13,1,0
59,76.46,3,11,0,0
34,76.08,4,27,1,0
10,43.75,10,38,0,0
40,56.28,5,10,3,0
43,59.3,5,1,0,0
3,73.32,5,39,0,0
37,70.48,4,27,0,0
33,55.5,7,27,1,0
21,114.53,2,70,2,1
29,71.91,6,14,1,0
27,33.91,4,1,0,0
6,74.65,3,16,0,0
18,58.47,5,22,0,0
10,87.86,4,3,0,0
12,45.26,9,3,0,0
25,71.95,4,18,0,0
20,74.39,3,49,0,1
22,88.79,7,4,0,0
12,38.72,5,15,0,0
35,94.48,3,19,1,0
22,23.95,3,24,2,0
59,29.53,6,10,0,0
8,49.28,3,9,0,0
6,106.09,7,1,1,0
13,59.15,6,37,0,1
25,16.6,5,7,0,0
27,62.07,4,24,0,0
38,45.12,7,21,1,0
49,68.92,8,11,0,0
42,74.89,6,48,0,1
18,59.54,5,27,0,0
11,52.66,7,66,0,0
50,83.48,7,10,0,0
33,66.83,9,7,0,0
3,61.86,3,3,0,0
10,46.19,6,11,1,0
14,47.38,8,11,2,0
52,44.35,9,6,0,0
46,54.06,3,2,0,0
52,47.46,9,2,0,0
57,59.49,4,11,0,0
5,44.2,7,61,2,1
4,67.17,3,2,0,0
36,40.69,5,34,0,0
51,49.88,7,2,0,0
8,56.61,10,2,0,0
33,82.76,3,11,0,0
44,36.57,3,24,1,0
27,50.08,5,4,0,0
13,96.23,4,38,1,0
18,60.89,6,20,0,0
31,71.37,2,14,1,1
22,25.66,2,17,0,1
53,48.66,7,36,1,0
52,34.75,4,65,1,1
13,42.18,8,7,1,0
59,51.09,7,2,0,0
18,57.69,4,19,1,0
46,50.43,7,13,0,0
40,49.83,4,25,0,0
4,60.11,2,27,1,0
39,52.69,3,44,1,0
40,70.73,4,3,0,0
26,43.68,3,45,1,0
8,90.51,7,38,1,0
20,83.29,5,18,0,0
57,37.53,7,16,0,0
2,60.26,5,22,0,0
23,78.34,4,1,1,0
5,59.33,5,16,0,0
43,85.66,2,13,0,0
28,68.35,5,7,0,0
29,66.92,9,10,0,0
48,63.65,4,27,1,0
43,93.51,4,54,1,0
60,58.33,5,26,1,0
30,104.3,5,17,0,0
56,79.92,5,7,1,0
8,51.32,8,35,1,0
36,25.45,6,35,0,1
3,47.82,3,55,0,1
22,33.27,5,25,1,0
7,66.01,6,2,1,0
34,33.14,6,15,0,0
26,50.97,3,28,1,0
25,32.24,9,3,1,0
37,51.5,3,41,0,0
44,56.59,5,21,1,0
22,32.71,2,9,1,1
51,43.67,3,26,0,0
54,23.01,8,55,0,0
24,53.11,4,5,0,0
48,111.77,5,13,1,0
3,66.19,6,17,0,0
39,60.29,6,18,1,0
57,103.14,5,10,0,0
29,52.47,7,10,1,0
35,43.53,7,13,0,0
31,38.13,5,13,2,0
12,53.92,3,8,0,0
3,45.15,3,1,0,0
8,41.7,3,22,0,0
21,67.26,5,2,3,0
16,106.73,6,4,0,0
56,47.74,2,16,1,0
51,44.41,8,1,1,0
10,57.4,6,37,0,0
14,64.66,2,27,0,0
38,54.17,6,4,1,0
21,52.69,6,10,1,1
38,80.27,7,42,0,0
56,53.68,3,10,0,0
16,32.44,7,2,1,0
6,66.9,2,17,0,0
17,68.8,3,13,0,0
8,46.81,4,25,0,0
14,37.41,3,10,1,0
31,29.82,8,5,0,0
43,89.97,6,15,0,0
47,72.79,6,6,2,0
18,72.34,2,50,1,0
7,84.33,5,25,0,0
38,30.33,6,27,1,0
5,44.15,8,22,1,0
17,49.31,6,44,0,0
14,46.43,8,11,0,0
9,54.13,6,32,0,0
9,41.03,7,46,0,0
36,86.32,10,45,0,0
30,36.09,6,1,1,0
20,36.77,5,79,0,1
50,36.42,5,24,0,0
24,70.24,4,2,1,0
43,47.59,5,84,0,1
45,35.11,8,8,1,0
26,33.7,5,38,0,0
8,40.89,3,37,0,0
56,43.26,5,87,0,0
51,46.18,4,6,1,0
6,70.66,1,8,0,0
34,129.12,2,1,0,0
40,52.75,4,52,0,0
6,40.26,8,10,0,0
59,23.65,5,25,1,0
28,31.75,7,24,2,0
39,31.77,8,17,1,0
12,44.92,6,1,0,0
7,45.77,4,58,0,0
8,55.04,5,14,0,0
38,83.66,5,10,1,0
58,121.82,6,42,0,0
28,50.09,4,1,0,0
28,60.96,6,30,2,0
9,83.24,4,49,1,0
26,39.94,4,5,0,0
59,52.48,7,9,0,0
25,38.44,5,9,0,0
14,89.65,4,28,0,0
11,49.53,5,40,0,0
51,64.23,6,29,1,0
52,140.49,6,21,1,0
46,48.45,5,1,4,0
31,56.69,6,9,0,0
55,77.02,7,15,0,0
10,90.72,5,15,0,0
7,46.08,9,3,0,0
41,65.21,6,1,0,0
17,77.53,3,0,0,0
43,72.15,4,44,1,0
24,45.69,3,39,0,0
11,48.98,9,7,2,1
59,39.13,7,44,0,0
58,39.25,2,3,0,0
17,61.44,6,7,0,0
38,59.05,4,6,0,0
18,26.67,5,7,0,0
27,64.82,7,49,1,0
34,64.76,9,59,0,0
32,71.91,8,27,1,0
46,43.45,3,6,1,0
37,24.0,4,10,0,0
39,106.18,5,11,1,0
60,44.18,2,3,0,0
60,15.07,6,29,1,0
56,60.06,5,10,0,0
9,74.22,7,49,0,0
4,35.8,4,2,0,0
3,66.97,5,9,1,0
60,56.57,10,7,3,0
39,51.91,2,75,0,0
9,41.27,4,3,0,0
60,106.43,6,34,1,0
5,49.34,5,21,2,0
14,76.71,8,38,0,0
1,42.04,1,33,1,0
44,80.6,6,23,0,0
58,58.13,5,20,0,0
41,108.44,2,33,0,0
43,42.19,6,31,0,1
9,65.87,4,25,0,0
16,44.23,5,6,0,0
40,30.72,4,1,1,0
15,38.21,8,8,0,0
16,41.41,7,1,1,0
21,105.47,7,1,0,0
50,47.68,5,3,0,0
34,45.53,2,5,0,0
4,78.57,3,77,0,0
45,122.8,2,4,1,0
8,78.7,5,11,0,0
9,92.04,4,6,1,0
34,37.72,6,42,1,0
59,55.84,4,5,1,0
46,20.45,5,11,0,0
53,102.23,8,37,0,0
15,61.6,1,48,0,0
38,73.42,1,59,0,0
7,110.93,7,9,1,1
14,39.83,2,0,1,0
37,53.55,7,70,1,0
23,42.53,5,7,0,0
1,77.5,4,17,0,0
56,74.64,5,10,1,0
26,69.2,4,51,0,0
40,54.44,9,5,0,0
59,63.69,7,9,0,0
35,39.72,6,7,0,0
28,71.78,4,3,0,0
27,81.46,3,11,0,0
41,43.88,3,1,0,0
19,30.89,3,20,1,0
8,100.71,6,8,0,0
46,98.36,4,4,0,0
12,61.82,4,27,0,0
42,63.01,7,10,2,0
44,36.19,5,13,1,0
33,59.54,4,14,0,0
60,41.11,3,1,0,0
60,36.51,9,18,1,0
47,68.93,5,51,0,0
58,111.82,5,53,3,0
3,55.31,6,16,2,0
9,33.42,8,58,0,1
42,46.2,5,33,1,0
20,69.88,2,33,0,0
7,121.09,6,24,1,0
56,21.11,5,2,1,0
42,43.8,4,4,0,0
39,47.28,4,4,0,0
10,38.3,2,8,0,0
45,57.88,4,33,0,0
3,35.83,6,19,0,0
45,54.86,7,5,2,0
38,26.22,5,27,0,0
54,65.44,4,10,2,0
18,62.54,3,6,0,0
24,86.38,9,20,0,0
20,58.83,8,9,0,0
39,41.77,1,14,1,0
36,41.42,6,6,2,0
6,70.24,5,46,1,0
1,68.69,4,37,1,1
14,41.62,7,15,1,0
58,20.14,2,0,1,0
24,64.43,3,9,0,0
32,37.77,4,16,1,0
6,40.41,6,66,0,0
32,91.62,2,9,1,0
19,53.44,7,11,0,0
17,68.61,5,7,1,0
19,128.87,8,2,0,0
17,68.18,4,2,1,0
32,80.11,6,41,0,0
45,99.29,4,12,2,1
27,72.03,2,16,0,0
28,89.47,7,20,1,0
45,42.77,4,0,1,0
19,37.79,5,9,1,0
42,62.04,7,34,1,0
29,34.29,7,8,0,0
40,74.12,5,24,1,0
40,76.22,4,4,0,0
14,24.62,5,8,0,0
11,37.91,4,95,0,0
52,49.46,5,54,0,0
9,69.12,5,9,0,0
39,75.39,3,14,2,0
37,24.22,8,20,1,0
35,69.86,2,36,0,0
49,84.99,3,14,1,0
48,40.69,3,3,0,0
53,37.51,4,16,0,1
19,44.23,2,7,0,0
47,30.89,2,16,1,0
24,65.07,7,12,0,0
11,47.79,2,7,0,0
15,62.8,3,15,1,1
28,134.17,7,11,1,0
1,50.38,4,14,0,0
20,87.29,5,7,0,0
13,56.88,7,13,3,1
45,37.37,4,5,0,0
8,50.71,7,10,0,0
21,72.02,3,6,1,0
43,86.91,4,7,1,0
25,56.53,3,32,0,0
10,56.62,5,23,0,0
54,71.82,4,33,0,0
51,23.71,10,10,0,0
34,90.13,5,20,0,0
11,61.76,2,27,0,0
25,42.83,3,7,0,0
35,59.65,3,7,0,0
47,42.54,1,42,0,1
8,41.62,5,19,0,0
29,52.82,2,0,1,0
42,61.38,6,21,1,0
49,48.9,5,17,1,0
28,97.14,6,18,0,0
47,26.7,4,4,0,0
11,35.44,8,16,1,0
27,31.12,4,2,1,0
21,69.04,6,9,1,0
43,44.53,3,25,1,0
18,38.26,10,4,1,0
1,43.59,4,15,0,0
46,36.8,4,7,1,1
2,51.04,6,8,1,0
17,36.27,4,3,0,1
11,68.94,13,1,3,0
57,50.13,5,27,2,0
26,49.72,3,26,0,0
10,36.0,3,16,1,0
53,33.74,10,10,1,0
17,44.46,4,4,0,0
39,60.56,4,19,0,0
59,49.77,5,14,0,0
19,38.45,1,20,1,0
18,47.78,4,12,1,0
47,66.51,4,11,0,0
17,74.31,5,4,1,0
16,42.76,5,0,1,0
24,77.52,5,28,2,0
2,83.57,7,5,1,0
55,60.18,4,6,0,0
47,32.56,4,33,0,0
33,64.44,6,11,2,0
57,36.69,3,3,1,0
60,41.76,7,15,0,0
4,80.45,6,9,0,0
6,66.48,6,3,0,0
60,69.78,6,53,0,0
18,90.35,3,3,0,0
48,41.29,7,10,1,0
36,46.09,6,23,0,0
54,103.74,5,17,0,0
56,45.32,8,3,0,0
29,80.38,5,19,0,0
38,80.28,2,8,1,0
46,71.65,8,7,1,0
29,59.67,4,11,0,1
20,103.73,7,1,0,0
2,64.62,5,19,1,0
13,36.72,3,53,2,0
33,73.93,4,2,2,0
60,64.63,6,32,1,0
11,60.35,5,11,0,0
47,47.25,4,24,0,0
12,54.33,6,5,1,0
51,45.62,7,31,2,0
4,44.35,1,2,2,0
31,42.23,3,4,2,0
2,35.91,5,0,1,0
36,44.53,6,6,0,0
54,45.91,6,18,0,0
43,43.07,4,2,0,0
54,111.33,8,22,0,0
12,69.69,6,11,0,0
19,107.23,4,11,0,0
49,42.98,5,7,2,0
22,41.89,5,23,0,0
26,27.93,7,25,1,0
19,60.54,6,7,0,0
59,45.42,4,3,0,0
9,101.44,7,40,0,0
45,40.33,7,6,0,0
38,48.69,5,16,0,0
2,124.7,7,0,1,0
49,51.09,3,1,0,0
60,43.22,6,9,1,0
49,83.35,4,8,1,0
53,61.49,3,4,3,1
21,67.61,9,8,1,0
39,72.14,5,1,0,0
23,104.98,4,4,2,0
42,31.5,3,44,1,0
27,34.15,2,28,0,0
13,52.14,5,10,1,0
30,89.79,5,19,1,0
58,62.85,5,37,2,1
15,25.61,5,6,0,0
2,57.84,6,7,0,0
14,100.82,5,28,1,0
53,164.75,7,0,0,0
22,73.44,3,23,1,0
18,38.38,7,10,0,0
27,60.93,2,44,0,0
2,83.75,4,16,0,0
52,43.75,3,51,1,0
31,43.3,3,10,0,0
54,135.36,4,60,0,0
15,75.76,6,17,1,0
32,92.75,10,3,0,0
21,23.68,8,7,0,1
39,35.02,6,5,1,0
36,18.08,6,27,1,0
50,51.92,6,37,1,0
2,42.37,5,19,2,0
5,67.54,3,12,2,0
41,66.97,5,3,0,0
13,90.14,4,7,0,0
16,82.49,3,8,1,0
11,52.0,12,5,0,0
12,88.3,8,5,0,0
29,38.4,2,20,0,0
45,59.89,3,10,0,0
21,35.06,4,11,0,0
12,53.89,3,34,1,0
23,46.09,4,7,0,0
43,102.43,6,34,0,0
46,75.92,4,4,2,0
49,46.19,6,7,0,0
9,50.98,5,8,0,0
38,56.11,7,1,1,0
55,48.9,4,4,0,0
4,54.31,3,10,0,0
3,70.46,7,22,1,0
59,43.1,5,5,0,0
59,49.57,5,6,0,0
9,64.21,6,27,0,0
55,117.93,6,6,0,0
21,65.26,4,20,0,0
38,64.27,6,26,1,0
17,67.17,3,229,1,1
19,36.37,8,26,1,0
33,55.55,7,2,0,0
34,35.16,7,21,0,0
27,55.83,5,6,0,0
22,31.58,6,85,1,0
48,45.74,2,30,1,0
21,107.44,2,20,1,0
41,73.3,4,13,0,0
55,74.4,7,59,1,1
40,64.27,4,2,0,0
26,96.39,6,10,0,1
10,112.46,8,0,0,0
5,49.15,4,49,2,0
13,80.62,5,0,0,0
6,67.95,4,23,1,1
58,18.33,2,7,0,0
21,35.57,8,50,0,1
24,114.6,6,16,0,0
52,125.01,7,6,0,0
43,35.63,7,57,0,0
53,50.26,4,5,1,0
22,127.77,6,13,0,0
50,55.9,5,87,0,1
17,72.85,8,8,0,0
51,111.0,7,11,0,0
10,46.13,6,3,0,0
35,107.96,3,37,0,0
6,87.08,5,9,0,0
6,50.96,4,4,1,0
47,70.48,5,9,1,0
56,44.41,2,60,0,1
56,84.82,2,1,1,0
42,78.08,6,24,2,0
4,42.86,4,17,1,0
25,102.65,5,19,0,1
56,50.75,4,10,1,0
5,32.47,9,34,1,0
25,37.1,6,42,0,0
17,52.29,7,16,0,0
27,63.16,2,49,0,0
51,60.98,11,8,0,0
29,32.29,3,13,1,0
52,60.4,4,1,0,0
45,43.1,6,13,0,0
8,44.84,5,12,0,0
47,52.16,7,5,0,0
14,51.41,6,25,0,0
35,87.52,6,19,0,0
18,100.3,7,18,0,0
8,69.61,5,5,1,0
49,38.48,5,21,0,0
3,38.99,8,9,1,0
10,55.07,5,32,1,0
25,44.42,6,9,0,0
17,77.09,7,33,1,1
45,44.55,5,30,0,0
20,58.98,7,27,1,0
41,104.64,8,3,0,0
54,88.78,5,9,0,0
48,35.3,3,128,0,1
21,48.82,4,13,0,0
55,61.31,4,40,2,1
9,56.29,5,26,0,0
58,57.35,7,20,0,0
40,39.29,4,72,0,1
52,56.28,4,11,1,0
16,65.67,6,6,0,0
6,98.3,4,9,0,0
51,130.09,5,4,0,0
32,142.55,5,7,2,0
41,46.3,8,25,0,0
30,90.57,6,28,0,0
43,48.42,3,42,0,0
47,79.38,2,2,0,0
24,76.71,7,71,1,1
14,35.13,6,0,0,0
54,109.86,3,1,0,0
8,137.19,8,5,1,0
13,47.77,8,73,1,0
34,66.05,3,3,0,0
33,137.02,6,68,0,0
51,79.35,9,5,0,0
60,61.76,4,7,1,0
33,70.91,4,27,0,0
26,62.79,3,7,1,0
1,101.13,3,21,2,0
16,113.52,4,4,0,0
28,39.65,4,4,0,0
23,25.57,6,54,1,0
2,38.9,3,4,0,1
52,31.36,6,5,0,0
13,61.75,5,14,1,0
12,67.19,5,4,1,0
52,67.51,5,75,2,0
47,27.78,4,42,0,0
56,117.12,9,2,0,0
41,42.47,4,15,2,0
10,47.7,3,18,0,0
4,62.98,8,15,1,0
17,73.13,3,37,0,0
44,60.64,5,6,1,0
6,73.4,6,18,0,0
34,55.68,8,14,0,0
28,114.3,6,6,0,0
3,27.55,7,41,1,1
54,54.96,6,19,0,0
18,131.58,5,3,1,0
8,49.67,4,12,0,0
19,45.37,6,83,0,1
46,49.97,10,2,1,0
21,90.06,3,11,0,0
16,107.83,3,39,0,0
8,66.72,9,6,0,0
60,43.09,4,5,0,0
57,34.16,4,13,3,0
57,43.7,6,6,2,0
5,41.59,8,143,0,0
57,125.66,5,8,0,0
1,50.73,6,23,1,0
11,35.69,4,3,0,0
49,27.39,4,58,0,0
46,65.92,4,4,1,0
59,54.38,3,7,0,0
39,84.55,7,128,0,1
20,56.64,5,21,1,0
54,62.7,8,50,2,0
11,87.94,1,34,0,0
18,63.74,7,8,0,0
58,52.52,5,27,0,0
35,65.6,4,25,0,0
32,87.9,4,24,0,0
5,63.27,2,0,0,0
29,72.74,4,5,0,0
3,33.88,3,28,0,1
33,35.38,7,9,0,0
4,67.41,3,12,0,1
50,35.2,5,13,1,0
37,57.38,5,5,1,0
14,54.77,2,5,2,0
9,68.4,4,13,0,0
39,88.71,4,16,1,0
3,53.16,10,62,0,0
38,38.61,6,3,2,0
33,48.3,3,1,0,0
38,78.11,7,4,1,0
50,53.85,5,13,1,0
41,50.65,3,40,1,0
15,84.36,4,31,1,0
7,98.22,3,5,0,0
48,45.03,3,0,0,0
14,61.19,3,6,1,0
56,32.41,4,98,2,1
24,38.11,4,13,0,0
45,39.82,7,5,0,0
58,41.1,4,51,0,0
20,75.24,5,13,0,0
42,58.9,6,54,1,1
22,47.88,2,5,1,0
39,21.26,5,17,1,1
48,90.96,4,31,1,0
7,153.84,5,9,0,0
7,47.22,1,12,1,0
29,46.93,10,8,1,0
20,39.61,7,14,1,0
7,32.99,6,11,0,0
34,90.14,5,6,0,0
31,109.78,5,26,0,0
6,78.96,7,4,0,0
23,40.9,9,6,1,0
40,66.59,2,12,0,0
11,47.65,6,6,2,0
2,93.71,6,40,0,0
6,96.86,2,23,1,0
53,30.92,3,12,0,0
37,58.88,2,4,2,0
47,102.44,6,1,1,0
23,41.99,5,9,0,0
37,78.69,8,1,1,0
38,67.83,6,3,0,0
58,87.02,6,3,0,0
12,25.29,3,23,0,0
31,48.86,4,1,1,0
43,57.11,9,8,0,0
13,117.31,2,15,1,0
55,44.42,5,16,0,0
12,93.07,6,2,1,0
15,91.71,8,30,0,0
51,48.15,2,9,0,0
13,55.66,4,10,1,0
49,42.48,6,11,1,0
14,92.44,4,15,0,0
33,29.88,6,20,0,0
44,23.79,1,15,0,0
3,157.69,1,39,1,0
32,44.69,10,11,1,0
32,30.45,2,1,0,0
57,107.8,3,19,1,0
21,31.44,6,1,0,0
2,103.08,9,3,1,0
29,83.19,4,64,1,0
24,58.14,4,5,0,0
21,37.56,6,56,1,0
14,52.78,5,26,1,1
43,38.78,5,35,0,0
3,55.99,3,79,1,1
13,60.65,5,22,0,0
53,26.73,3,13,0,0
9,51.36,4,13,0,0
49,44.93,4,56,0,0
2,84.17,8,4,1,0
21,82.35,6,46,1,0
13,70.21,2,25,0,0
28,35.92,4,22,2,1
21,98.18,3,12,0,0
40,63.2,3,2,0,0
4,42.36,6,5,0,0
16,71.37,7,12,1,0
51,55.68,6,14,0,0
33,57.81,6,38,0,0
44,60.53,4,52,2,0
31,38.31,4,19,0,0
55,24.35,3,61,1,1
47,47.93,3,2,0,0
3,26.32,3,10,0,0
24,50.71,8,11,0,0
2,85.96,6,29,2,0
47,25.81,3,51,0,0
11,77.84,5,37,2,0
14,85.61,3,14,0,0
59,51.36,5,16,0,0
35,53.89,1,10,1,0
42,63.04,6,49,0,0
9,47.3,4,20,0,0
30,49.85,4,67,0,0
30,85.41,4,6,0,0
38,35.22,4,22,0,0
54,50.1,2,2,2,0
53,41.43,5,21,0,0
19,62.72,6,26,1,0
11,31.5,12,12,0,0
30,73.56,4,61,1,0
59,37.52,3,1,1,0
22,57.57,5,1,0,0
19,36.88,7,54,1,0
59,42.22,3,9,0,0
3,36.57,6,81,0,1
20,42.12,9,9,1,0
58,61.09,3,35,0,0
19,93.84,8,10,1,0
29,27.35,8,0,0,0
40,61.2,3,14,0,0
26,44.56,8,10,0,0
12,66.0,6,10,4,0
49,69.58,6,10,0,0
5,35.43,7,68,0,1
24,57.44,5,7,0,0
26,39.9,3,32,1,0
38,50.33,5,0,0,0
6,78.97,3,8,0,0
13,72.44,4,44,0,0
50,50.74,2,22,0,0
1,74.81,5,12,1,0
51,56.33,2,2,0,0
43,36.02,8,7,0,0
35,59.7,5,2,0,0
13,45.12,3,18,1,0
12,70.01,8,0,0,0
48,63.01,5,12,0,0
28,42.99,5,53,0,0
13,30.74,3,14,0,0
48,66.42,7,3,0,0
19,64.35,5,30,0,0
30,68.14,3,4,0,0
37,49.37,4,26,3,0
42,47.71,6,36,1,0
33,43.38,3,30,0,0
39,112.11,3,7,0,0
11,39.25,5,29,0,0
10,48.09,2,13,0,0
31,77.87,6,16,1,0
7,119.42,8,22,1,0
48,66.73,8,9,0,0
37,21.06,3,43,1,0
56,34.6,2,41,2,0
36,51.81,6,24,1,0
53,84.14,4,8,0,0
21,135.7,4,50,0,1
56,44.04,8,14,1,0
3,27.37,4,11,0,0
31,42.86,3,4,0,0
50,54.52,8,58,0,0
15,34.37,6,16,1,0
48,93.62,10,7,0,0
31,44.84,4,5,0,0
27,59.29,7,24,2,0
8,52.28,8,15,0,0
28,82.41,3,9,0,0
38,65.33,7,36,0,0
25,42.99,4,13,1,0
1,62.72,3,16,2,0
6,67.75,2,16,0,0
27,69.94,2,7,3,0
19,73.37,5,3,1,0
18,49.8,6,29,1,0
3,28.96,7,25,0,0
4,46.95,5,8,0,0
3,69.63,2,7,0,0
43,59.64,7,15,1,0
10,52.8,6,9,1,0
1,63.88,8,18,1,0
43,39.93,4,9,1,1
17,39.99,4,14,0,0
32,46.23,4,15,0,0
53,21.84,7,26,0,0
52,41.83,7,15,1,0
47,50.58,8,2,1,0
27,49.1,6,19,1,0
18,20.12,6,0,0,0
52,38.6,6,5,0,0
41,56.0,3,6,0,1
39,46.56,4,2,0,0
7,29.53,4,2,0,0
11,61.97,6,4,0,0
24,25.07,5,6,2,0
3,50.57,4,18,0,0
40,30.4,3,24,1,0
17,22.25,2,9,0,0
37,44.17,4,29,0,0
35,59.73,5,15,1,0
5,34.32,5,7,0,0
50,66.81,3,14,0,0
39,77.52,7,9,1,0
54,28.15,6,36,1,0
26,48.04,5,7,1,0
9,60.5,6,37,0,0
36,58.39,4,15,0,0
1,46.73,3,37,1,0
25,60.92,5,9,0,0
54,71.75,3,1,1,0
23,34.88,6,17,1,1
38,76.69,4,1,0,0
5,82.23,3,38,0,0
17,54.88,4,6,0,0
16,35.32,3,2,0,0
57,121.35,6,59,0,0
47,39.58,4,25,0,0
35,88.06,5,38,0,1
16,96.85,8,11,0,0
59,35.52,3,24,0,0
28,62.96,1,46,3,1
40,40.39,6,8,0,0
25,85.22,4,32,0,0
7,48.36,9,10,1,0
58,35.6,7,12,1,0
44,52.86,6,43,1,0
6,48.22,4,31,0,0
22,30.57,2,19,0,0
35,95.32,4,1,0,0
20,39.41,6,11,1,0
41,36.3,4,16,0,0
12,58.64,4,13,0,0
21,86.84,3,48,2,0
21,40.25,8,14,1,0
1,66.91,5,2,1,0
51,42.53,4,106,0,0
41,45.85,5,5,0,0
10,48.32,7,78,0,0
31,41.34,4,24,0,0
7,34.14,5,6,1,0
32,73.36,5,11,0,0
51,60.05,12,6,1,0
26,57.69,3,9,1,0
14,58.67,6,1,0,0
50,26.06,1,1,0,0
21,38.48,4,19,0,0
42,43.4,7,1,1,0
57,58.55,2,41,0,0
8,79.1,4,10,0,0
44,48.26,8,25,1,0
54,48.89,3,7,0,0
29,53.4,4,2,0,0
4,96.4,4,25,2,0
23,91.21,4,25,0,0
33,88.34,12,3,0,0
3,64.54,5,106,0,1
9,106.87,6,16,0,0
32,18.4,8,0,1,0
11,33.06,6,5,2,0
23,40.27,3,30,0,0
45,68.16,5,11,0,0
4,116.76,1,0,0,0
14,84.3,4,11,1,0
4,40.84,9,3,1,0
34,42.38,3,16,2,0
8,48.21,2,23,0,0
12,87.0,4,19,1,0
17,90.43,9,6,1,0
13,75.55,7,34,0,0
44,56.98,4,12,0,0
54,61.67,10,9,0,0
50,71.05,6,13,1,0
15,61.66,5,35,0,0
52,31.41,5,16,0,0
26,81.43,6,1,1,0
58,75.05,7,13,0,0
16,53.47,4,8,0,0
38,78.92,4,23,2,0
28,57.17,6,13,0,0
47,57.86,6,12,1,0
47,121.95,2,37,0,1
38,57.68,3,50,1,0
42,69.01,9,8,0,0
14,52.9,3,3,1,0
